Project,Hole,From_m,To_m,Colour,Oxidation,Foliation,QtzCarb_Replacement_Pct,Lith1_Group,Lith1,Lith1_Texture,Lith1_Bedding,Lith1_Volc_Txt1,Lith1_Volc_Txt2,Comments,ImagePath,Relog,Logger,Timestamp
GCL,KAD17-004,257.05,261.15,GREY,TO,WK,20,UM,UM,MASS,,,,Grey-yellow massive unit. Intense (30%) qtz-cb veining throughout.,,0,Unknown,11/18/2017
GCL,KAD17-004,261.15,298.88,GREEN,UO,WK,30,UM,UM,GRAN,,,,"Weak emerald green, variably sheared ultramafic unit. Pervasive weak fuchsite-qtz-cb alteration throughout.  Variable intensity qtz-cb veining throughout.  Local brecciation.",,0,Unknown,11/18/2017
GCL,KAD17-004,298.88,339,GREY,UO,ST,10,UM,UM,BOUD,,,,Grey ultramafic with a variably boudinaged texture. Spinifex locally observed. Moderate pervasive foliation (clast stretching) ~45 degrees to core axis.,,0,Unknown,11/18/2017
GCL,KAD17-004,339,345,GREY,UO,ST,10,MIX,UM-SED,BRECCIA,,,,Ultramafic and quartz-carb vein fragments + albite dyke fragments in a breccia that has a sandy matrix and possible graded sand-sized interbeds.,,0,Unknown,11/18/2017
GCL,KAD17-005,0,16.5,,,,,OVB,OVB,,,,,cased to 15m,,0,Unknown,11/18/2017
GCL,KAD17-005,16.5,21.64,BLACK,TO,WK,5,UM,UM,,,,,,,0,Unknown,11/18/2017
GCL,KAD17-005,21.64,26.57,TAN,UO,MOD,,SED,SED-SS,,,,,sandstone to conglomerate,,0,Unknown,11/18/2017
GCL,KAD17-005,26.57,37.15,GREEN,TO,MOD,,UM,UM,,,,,"weak-mod green carb, weak qtz-carb",,0,Unknown,11/18/2017
GCL,KAD17-005,37.15,50,GREY,UO,WK,5,MAFIC,MAFIC,,,,,massic mafic volc,,0,Unknown,11/18/2017
GCL,KAD17-005,50,78.58,GREY,UO,WK,0,MAFIC,MAFIC-BXMS,BRECCIA,,,,"mafic volcanic bx with dark grey matrix, some mud stone fragments and possible muddy matric in flow bx

local varioles at 76-77m",,0,Unknown,11/18/2017
GCL,KAD17-005A,0,21,,,,,OVB,OVB,,,,,,,0,Sherlock,4/8/2017
GCL,KAD17-005A,21,24.46,BLACK,UO,WK,5,UM,UM,,,,,talc-chlorite-carbonate,,0,Sherlock,4/8/2017
GCL,KAD17-005A,24.46,28.09,TAN,UO,WK,0,SED,SED-MSSS,,,,,local conglomerate,,0,Sherlock,4/8/2017
GCL,KAD17-005A,28.09,36.96,GREEN,UO,MOD,10,UM,UM,,,SPX,,"green carbonate
weak spinifex ~33m",,0,Sherlock,4/8/2017
GCL,KAD17-005A,36.96,65.86,GREY,UO,WK,5,MAFIC,MAFIC-BX,,,,,weakly flow bx,,0,Sherlock,9/18/2017
GCL,KAD17-005A,65.86,69.87,GREY,UO,WK,2,MAFIC,SED-SS,,,,,"flow top Bx,",,0,Sherlock,9/18/2017
GCL,KAD17-005A,69.87,85.74,GREY,UO,WK,2,MAFIC,MAFIC-BX,,,,,mafic flow BX,,0,Sherlock,9/18/2017
GCL,KAD17-005A,85.74,147.6,BLACK,UO,MOD,5,UM,UM-BX,,,,,"bx'ed pervaisively, looks primary, talcy fragments and carbonate in teh matrix

Lower contact with green carboinate marked by a large qtz vein",,0,Sherlock,9/18/2017
GCL,KAD17-005A,147.6,177.54,GREEN-EM,UO,MOD,40,UM,UM,,,,,Strong green carbonate alteration,,0,Sherlock,9/18/2017
GCL,KAD17-005A,177.54,196.28,GREEN,UO,MOD,10,UM,UM-BX,,,,,"moderate FU alteration, green carbonate

local well preserved spinifex 9182.5m)",,0,Sherlock,9/18/2017
GCL,KAD17-005A,196.28,253.5,BLACK,UO,MOD,20,UM,UM-BX,,,,,"talc-chloite-carbonate UM
no alt'n or min stopped sampling at 200m

qfp dyke at 256.25-257-22m",,0,Sherlock,4/10/2017
GCL,KAD17-005A,253.5,273,BLACK,UO,WK,10,UM,UM-BX,,,,,,,0,Sherlock,9/18/2017
GCL,KAD17-005A,273,282,TAN,UO,MOD,,MIX,UM-SED,,,,,mix transitional interval,,0,Sherlock,9/17/2017
GCL,KAD17-005A,282,296.63,TAN,UO,MOD,,SED,SED-MSSS,,,,,well bedded S0 and S1 parallel until 288m where it becomes oblique,,0,Blackwell,9/17/2017
GCL,KAD17-006,0,13.63,GREY,UO,NON,0,OVB,OVB,,,,,Overburden.  Mixed protolith.  Ultramafic and granitoid rock fragments,,0,Robinson,4/10/2017
GCL,KAD17-006,13.63,20.15,GREEN,UO,NON,5,UM,UM,GRAN,,,,"Green coloured, massive, aphanitic UM.  Deformed ~1-2cm qtz-cb veins. Moderate pervasive talc-chl-calite alteration.  Apple green chl-cb selvedges on qtz-cb veins",,0,Robinson,4/10/2017
GCL,KAD17-006,20.15,21.2,WHITE,UO,WK,90,VN,VEIN,,,,,Interval comprises opaque buff white-grey vein with common talc-chlorite wallrock slithers/wisps throughout.,,0,Robinson,4/10/2017
GCL,KAD17-006,21.2,23.61,GREY,UO,NON,10,UM,UM,GRAN,,,,Dark grey-green granular ultramafic. Common qtz-cb veins and stringers.  Strong talc-chlorite alteration,,0,Robinson,4/10/2017
GCL,KAD17-006,23.61,35,GREEN,UO,ST,50,UM,UM,,,,,"Dark grey-green fine grained sheared, intensely foliated ultramafic rock.  50% of rock comprises mm-sub cm scale qtz-cb veins/knots/boudins x-cutting rock at 45 deg TCA. Local zones with sub-angular to subrounded primary clasts noted suggesting proximal reworking of ultramafic.",,0,Robinson,4/10/2017
GCL,KAD17-006,35,40.2,GREEN-AP,UO,MOD,40,UM,UM-BX,CONG,MED,,,"Light green/grey/brown coloured, intensely carbonate replaced interval of proximal to source, reworked ultramafic.    Contains common 1cm-10cm rounded to angular clasts of UM within fine-medium grained carbonate matrix. Appears to be predominantly clast supported.",,0,Robinson,4/10/2017
GCL,KAD17-006,40.2,58.5,GREY,UO,WK,20,UM,UM-BX,CONG,,,,"Dark grey package of intensely talc-chlorite altered ""soapstone"" UM.  Common 1cm-10cm rounded to sub-angular ultramafic clasts noted within talc-chlorite matrix.  Predominantly clast supported monomictic conglomerate.  Contains some rounded qtz-cb veins clasts.  This is interpreted to be reworked ultramafics from a proximal source?  Extremely talc rich.",,0,Robinson,4/10/2017
GCL,KAD17-006,58.5,68,GREY,UO,NON,10,UM,UM,APHAN,,,,"Fine grained, dark grey, massive ultramafic.  Fine mm scale porphyroblasts of carbonate common.  Mm-sub cm scale qtz-cb veinlets.  Pervasive, strong talc-chlorite throughout.",,0,Robinson,4/11/2017
GCL,KAD17-006,68,76,GREY,TO,MOD,30,UM,UM,GRAN,,,,"Grey to yellow brown, intensely sheared UM with common deformed/brecciated qtz-cb veins throughout.  Broken core (fault zone)",,0,Robinson,4/11/2017
GCL,KAD17-006,76,136.7,GREY,UO,NON,30,UM,UM,GRAN,,,,"Dark grey, very massive, non foliated, granular UM.Variably veined.  Pervasive talc-chlorite alteration.  Rock is massive and relatively competent (good sticks of core)",,0,Robinson,4/11/2017
GCL,KAD17-006,136.7,143.81,GREEN-EM,UO,WK,30,UM,UM-QC,BOUD,,,,"White/emerald green zone of intensely deformed, qz stockwork veined fuchsitic UM.  Primary texture largely obliterated.  Brecciated wallrock throughout.  Some local cb replaced UM wallrock slithers with relict replacement textures.  Fu-chl-cb altered UM exists as wispy wallrock slithers/clasts throughout.",,0,Robinson,4/14/2017
GCL,KAD17-006,143.81,148.36,GREY,UO,MOD,10,UM,UM,GRAN,,,,"Grey, moderately foliated, granular UM.  Common sub cm qz-cb veinlets/vein stockwork throughout.  Pervasive cb-chl alteration.",,0,Robinson,4/11/2017
GCL,KAD17-006,148.36,158.18,GREEN-EM,UO,WK,60,UM,UM-QC,BOUD,,,,"Emerald green, pervasively fu altered, stockwork veined UM.  Wispy fuchsite throughout.  Angular fuchsite-carbonate altered wallrock fragments throughout.",,0,Robinson,4/14/2017
GCL,KAD17-006,158.18,169.72,BROWN,UO,WK,10,UM,UM,GRAN,,,,"Grey-brown, granular UM.  Pervasive iron carbonate replacement throughout.  20% qz-cb vein stockwork.",,0,Robinson,4/11/2017
GCL,KAD17-006,169.72,174.63,GREEN-EM,UO,NON,,UM,UM-QC,BOUD,,,,"Emerald green, pervasively fu altered, stockwork veined UM.  Wispy fuchsite throughout. Angular fuchsite-cb wallrock fragments. Fine grained visible gold",,0,Robinson,4/14/2017
GCL,KAD17-006,174.63,181.61,GREY,UO,MOD,10,UM,UM,GRAN,,,,"Grey, moderately foliated granular UM.  Locally brecciated by qz-cb vein stockwork.",,0,Robinson,4/12/2017
GCL,KAD17-006,181.61,193,GREEN-EM,UO,WK,20,UM,UM,GRAN,,,,"Emerald green, granular, weak foliated UM, moderate pervasive fuchsite-carbonate altered ultramafic. ~1% dissem py, trace as",,0,Robinson,4/12/2017
GCL,KAD17-006,193,196.11,BROWN,UO,WK,10,UM,UM,GRAN,,,,"Grey-brown, weakly foliated, granular UM.  Pervasive cb replacement.",,0,Robinson,4/12/2017
GCL,KAD17-006,196.11,199.61,GREEN-EM,UO,WK,20,UM,UM,GRAN,,,,"Emerald green, granular, weak foliated UM, moderateto strong pervasive fuchsite-carbonate altered ultramafic. ~5% dissem py, trace as",,0,Robinson,4/12/2017
GCL,KAD17-006,199.61,203.2,BLACK,TO,NON,5,UM,UM,APHAN,,,,Dark grey-black coloured talc-chlorite-carbonate UM.  Blocky core.  Local fracture/pug zones.   Euhedral magnetite porphyroblasts noted.,,0,Robinson,4/12/2017
GCL,KAD17-006,203.2,224.84,GREEN-EM,UO,NON,20,UM,UM,GRAN,,,,"Bright emerald green coloured, fuchsite-carbonate-qz altered UM. Common skeletal leucoxene.  Some relict spinifex textures noted (replaced by fu-cb).  Some rounded clasts??",,0,Robinson,4/12/2017
GCL,KAD17-006,224.84,251.85,NA,UO,NA,0,VOID,VOID,,,,,Void.  No fill.  Core does not exist for this interval.  Minor sand noted.,,0,Robinson,9/17/2017
GCL,KAD17-006,251.85,274.75,GREY,UO,NON,10,UM,UM,APHAN,,,,Dark grey-black coloured talc-chlorite-carbonate UM.  Blocky core.   Fine grained magnetite,,0,Robinson,4/15/2017
GCL,KAD17-006,274.75,315,GREY,UO,WK,50,UM,UM-BX,GRAN,,,,"Grey, heterogenous UM.  Local insitu breccia textures with spinifex.  Local hydrothermal breccia textures/vein stockwork.  2-3 m wide zines of fine-coarse grained interlocking crystals.",,0,Robinson,4/16/2017
GCL,KAD17-006,315,336.75,GREEN-EM,UO,NON,30,UM,UM-BX,GRAN,,,,"Emerald green, medium grained, granular UM.  Commonly intensely hydrothermally brecciated by qz-cb vein stockwork.  	Possible clastic interbeds.",,0,Robinson,4/14/2017
GCL,KAD17-006,336.75,360.4,GREY,UO,WK,0,MIX,UM-SED,BED,THCK,,,"Dark grey-green, weakly foliated,predominantly massive, ultramafic  rock.  Subtle bedding noted within interval.  Patchy chl-carb and ser-qz-cb alteration.",,0,Robinson,9/17/2017
GCL,KAD17-006,360.4,384.55,GREY,UO,WK,0,SED,SED-MSSS,BED,THIN,,,Grey-yellow-brown package of interbedded fine sandstone and mudstone.  Locally laminated.  Parasitic fold closure at ~383.7,,0,Robinson,4/13/2017
GCL,KAD17-006,384.55,389.64,BROWN,UO,NON,0,SED,SED-SS,BED,THCK,,,"Light grey fine grained sandstone dominant package, 	Minor  local interbeds of silt-mudstone.  Younging not definitive.",,0,Robinson,4/15/2017
GCL,KAD17-006,389.64,396,GREY,UO,NON,0,SED,SED-MSSS,BED,THIN,,,Interbedded sandstone-mudstone sequence. Predominantly mudstone with 10-30cm sandy interbeds.  Grading from medium to fine grained uphole.  Younging up hole (mod confidence),,0,Robinson,4/15/2017
GCL,KAD17-007,0,8.23,,,,,OVB,OVB,,,,,Angular to subround boulders and pebbles from 6 to 8.23 m.,,0,Blackwell,4/15/2017
GCL,KAD17-007,8.23,15.67,GREY,TO,MOD,5,MAFIC,MAFIC,MASS,,,,Albite altered unit with irregular laminae or bands of chlorite alteration. Minor to trace quartz-carb veining or alteration. Irregularly distributed pyrite blebs/pods. Possible relict volcanic textures (spherulite/perlite/breccia) in albitic altered domains. Bottom contact appears mixed with the underlying mafic-sedimentary unit. Low Cr (113 ppm) and high Sc (122 ppm) readings from pXRF are interpreted to confirm the mafic composition.,,0,Blackwell,4/15/2017
GCL,KAD17-007,15.67,20.8,GREY,UO,MOD,2,MAFIC,MAFIC-BXMS,BED,,,,"Mixed mafic and bedded mudstone-sandstone with strong foliation.  
	Mafic intervals range from 1cm-30cm wide and are moderately foliated.  These appear to be pervasively albite altered and have possible relict breccia/perlitic textures. Mudstone-sandstone interbeds are dark grey to black, strongly foliated and chlorite-carbonate altered. Mafic composition verified by pXRF (520ppm Cr, 98ppm Sc).  		Trace qz-cb veins (deformed and non deformed).  Ladder qz-cb veins developed in dark grey bands.  Moderate to strong blebby py mineralization.",,0,Blackwell,4/15/2017
GCL,KAD17-007,20.8,22.15,GREY,UO,MOD,1,MAFIC,MAFIC,MASS,,VAR,,"Moderately albite-chlorite altered massive unit with possible relict perlitic or breccia textures.  Foliation defined by wispy Chlorite laminae.   Minor qz-cb veining and trace disseminated py.  Composition verified by pXRF (69ppm Cr, 156 ppm Sc, BDL Zr, BDL Ti)",,0,Blackwell,4/15/2017
GCL,KAD17-007,22.15,25.89,GREY,UO,MOD,20,FLT,FAULT,BRECCIA,,,,"Faulted Ultramafic.  Upper contact is marked by 30cm wide rubble broken zone.  Monomictic to polymictic breccia texture defined by silicified fragments of UM +- mafic and qz carbonate veins in a dark blue grey matrix. 	Irregular to moderate foliation.  	Oxidized fracture surfaces. 	No reaction to HCl.  	Irregular foliation parallel, weak to strong py",,0,Blackwell,4/15/2017
GCL,KAD17-007,25.89,28,GREY,UO,ST,10,UM,UM,MASS,,,,"Grey, strongly foliated, and folded ultramafic.  10% qz cb vein stockwork (foliated and folded).  	Patchy irregular, foliation parallel py.  	Moderately qz-cb with wispy chlorite bands.  Ultramafic compostion confirmed by pXRF (1735ppm Cr)",,0,Blackwell,4/15/2017
GCL,KAD17-007,28,31.2,TAN,UO,WK,25,MAFIC,MAFIC,MASS,,,,"Mafic (MAFIC)
	Tan coloured, massive to weakly foliated (foliation in bands; maybe mixed mafic/ultramafic domains). Pervasive carbonate +/- sericite alteration. 	Irregular, discontinuous qz-cb vein network (varies from 2% to 50%). Possible trace fuchsite in the more foliated domains. 	Trace, dissiminated py. 	Non conclusive pXRF. Possibly mixed?",,0,Blackwell,4/15/2017
GCL,KAD17-007,31.2,41.94,TAN,UO,MOD,30,UM,UM-ALB,,,,,"Ultramafic with albite lenses. 	Tan-apple green, moderately foliated, kink folded Ultramafic with albite altered mafic lenses.  30% qz cb bands, breccias infill and veins. 	Pervasive cb alteration, very weak fuchsite alteration of ultramafic domains. 	Texturally destructive albitic alteration domains. 	Weak chlorite-sericite alteration. 	Local weak to moderate, disseminated py.",,0,Blackwell,4/15/2017
GCL,KAD17-007,41.94,46.83,TAN,UO,WK,5,MAFIC,MAFIC,MASS,,,,"Tan-grey, massive, mafic unit. Brecciated / gradational upper contact.  Sharp lower contact. 	Moderate, pervasive albite alteration +/- cb +/- sericite.  	Several, large, irregular qz veins. 	Strongly oxidized fracture surfaces. 	Trace, disseminated py",,0,Blackwell,4/15/2017
GCL,KAD17-007,46.83,59.1,GREEN-AP,UO,MOD,30,UM,UM,MASS,,,,"Tan to apple green, moderately foliated.  20 to 40% qz carb bands which increase towards base of interval.  Pervasive carbonate, weak fuchsite +/-sericite +/- chlorite.  	Moderately oxidized fracture surfaces.  	Weak disseminated py",,0,Blackwell,4/15/2017
GCL,KAD17-007,59.1,61.5,GREY,TO,WK,40,FLT,FAULT,BRECCIA,,,,"Fault breccia (FAULT).  	Grey to white coloured fault breccia.  	Angular to irregular qz fragments in grey brown sand sized matrix (matrix percentage varies from 10% to 60%). Fragments vary from 2mm to 5cm. 	Core is broken into angular fragments <10cm. Sandy coatings on fracture surfaces. Trace py. No reaction to HCl. Interp: Kerr Fault (double check)?  At top contact breccia is graded (coarse sand)",,0,Blackwell,4/15/2017
GCL,KAD17-007,61.5,101.23,BLACK,UO,WK,5,UM,UM,MASS,,,,"Dark bluish grey black, massive to weakly foliated with abundant ductile deformation fabrics defined by folded and irregular anastomosing white clay-quartz-carb bands. Chlorite-talc-carbonate alteration; the intensity of talc appears variable over this domain and the upper ~ 5m of the unit appears to be overprinted by quartz-carb (silicified). Trace to no disseminated pyrite.",,0,Blackwell,4/15/2017
GCL,KAD17-007,101.23,115,GREEN-AP,TO,WK,20,UM,UM,MASS,,,,"Ultramafic unit grading from grey to apple green to emerald green near the base of the unit. Strongly foliated to massive. Pervasive Qtz-Carb altertion with weak to moderate fuchsite alteration, increasing towards the base of the unit. The percent quartz-carb domain ranges from 60 to 20%. Trace to moderate disseminated pyrite.",,0,Blackwell,4/15/2017
GCL,KAD17-007,115,116.3,,,,,VOID,VOID,,,,,Void,,0,Blackwell,9/17/2017
GCL,KAD17-007,116.3,117,GREEN-EM,UO,MOD,10,SLAB,UM,MASS,,,,"Probable fill: Ultramafic boudlers, < 20cm wide; ends do not latch. Moderate to strong disseminated pyrite and massive to breccia texture.",,0,Blackwell,9/17/2017
GCL,KAD17-007,117,118.3,,,,,VOID,VOID,,,,,Void,,0,Blackwell,9/17/2017
GCL,KAD17-007,118.3,120.05,GREEN-EM,TO,,,SLAB,UM,,,,,"Probable fill: Ultramafic boudlers, 20-40 cm wide; ends do not latch. UM and UM-QC and locally UM has spinifex texture locally. Strong FuQtzCarb altn and variable QtzCarb replacement.",,0,Blackwell,9/17/2017
GCL,KAD17-007,120.05,124.12,,,,,VOID,VOID,,,,,Void,,0,Blackwell,9/17/2017
GCL,KAD17-007,124.12,128,GREEN-EM,UO,,,SLAB,UM,,,,,"Probable fill: Ultramafic (UM and UM-QC) boudlers, 40-70 cm wide; ends do not latch throughout this interval. Strong to moderate FuQtzCarb altn and variable QtzCarb replacement.",,0,Blackwell,9/18/2017
GCL,KAD17-007,128,130,,,,,FILL,GRAVEL,,,,,"Subangular fragments range from 1 to 20 cm; larger fragments are FuQtzCarb altered ultramafic, but smaller fragments are polylithic (orange, grey, white, green).",,0,Blackwell,9/18/2017
GCL,KAD17-007,130,136.9,GREEN-EM,TO,MOD,30,UM,UM,MASS,,,,"Apple to emerald green, FuQtzCarb altered ultramafic (UM) with lesser domains of UM-QC. Early deformed QtzCarb domains are cross-cut by later QC veins (in minor abundance). Moderate to strong disseminated Py",,0,Blackwell,4/16/2017
GCL,KAD17-007,136.9,138.11,,,,,VOID,VOID,,,,,Void,,0,Blackwell,9/17/2017
GCL,KAD17-007,138.11,153,GREEN,UO,MOD,15,UM,UM,BRECCIA,,,,Tan to light green QtzCarb altered ultramafic (QtzCarb and FuQtzCarb). 20 to 100cm wide zones of more intense foliation and QtzCarb % appear to be associated with a subtle breccia texture (might be primary). The strongest foliated domains appear to have 2 phases of foliation (see photo). Moderate to weak disseminated Py.,,0,Blackwell,4/16/2017
GCL,KAD17-007,153,165,GREEN-EM,UO,MOD,50,UM,UM-QC,BRECCIA,,,,Green to emerald green quartz-carbonate altered ultramafic fragments or pods (QtzCarb and FuQtzCarb). Moderate to strong fuchsite altn is patchy. Separated by the bounding UM interval due to the intensity of Qtz-Carb altn/veining. Moderate disseminated pyrite.,,0,Blackwell,4/16/2017
GCL,KAD17-007,165,170.1,GREEN,UO,MOD,30,UM,UM,BRECCIA,,,,Tan to light green to emerald green quartz-carbonate altered ultramafic (QtzCarb and FuQtzCarb) with a subtle breccia texture that is accentuated by quartz-carb veins/infill. Moderate to weak disseminated pyrite.,,0,Blackwell,4/16/2017
GCL,KAD17-007,170.1,173.13,TAN,UO,WK,1,MAFIC,MAFIC,MASS,,,,"Buff-tan unit with abundant disseminated pyrite and pervasive albite-carbonate alteration. Minor (rare) quartz-carb veins. Upper and lower contact are abrupt and do not latch; possible large boulder or possible dyke that is insitu fragmented? Core is broken into < 20cm long fragments and local subangular gravel.  Mafic composition confirmed with pXRF (Reading 1 - 84 Sc, 357 Zr, 56 Cr, 2386 Ti; Reading 2 - 225 Zr, 226 Cr, 10.6K Ti, 82 Sc)",,0,Blackwell,4/16/2017
