Project,Hole,From_m,To_m,Min_Intensity,Min_Style,Min_Pct,VG,Min1,Min2,Min3,Min4,Min5,Comments,Relog,Logger,Timestamp
GCL,KAD17-009,69.65,72.73,4,BLP,10,FALSE,PY,,,,,,0,Blackwell,4/22/2017
GCL,KAD17-009,72.73,79.12,3,DIS,1,FALSE,PY,,,,,Disseminated pyrite (~ 1%).,0,Blackwell,4/23/2017
GCL,KAD17-009,79.12,81.09,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,81.09,82,4,BLP,5,FALSE,PY,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,82,83,4,BLP,5,FALSE,PY,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,83,108,3,DIS,2,FALSE,PY,,,,,"Disseminated pyrite throughout. Very small, < 1mm, stretched white minerals throughout this interval.",0,Blackwell,4/23/2017
GCL,KAD17-009,108,109.16,4,BLP,10,FALSE,PY,,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,109.16,125.97,4,DIS,7,FALSE,PY,AS,,,,Strong disseminated pyrite and arsenopyrite mineralization (~5%-10; very fine-grained),0,Blackwell,4/23/2017
GCL,KAD17-009,125.97,128.7,5,BLP,20,FALSE,PY,,,,,Large pods of pyrite (up to 3cm) comprise ~ 20% of the graphitic unit,0,Blackwell,4/23/2017
GCL,KAD17-009,128.7,130.92,5,DIS,20,FALSE,PY,AS,,,,,0,Blackwell,4/23/2017
GCL,KAD17-009,130.92,131.49,5,BLP,20,FALSE,PY,,,,,Deformed and folded pods and bands of pyrite,0,Blackwell,4/23/2017
GCL,KAD17-009,131.49,142.35,5,DIS,20,FALSE,PY,AS,,,,Intense disseminated pyrite and arsenopyrite.,0,Blackwell,4/23/2017
GCL,KAD17-009,142.35,151.93,4,DIS,5,FALSE,PY,AS,,,,,0,Blackwell,4/24/2017
GCL,KAD17-009,151.93,158.87,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,4/24/2017
GCL,KAD17-009,158.87,172.29,2,DIS,0.5,FALSE,PY,,,,,Moderate to weak mineralization; intensity increases towards the end of the domain.,0,Blackwell,4/24/2017
GCL,KAD17-009,172.29,173.89,4,DIS,5,FALSE,PY,AS,,,,,0,Blackwell,4/24/2017
GCL,KAD17-009,173.89,178.89,5,DIS,10,FALSE,PY,AS,,,,,0,Blackwell,4/25/2017
GCL,KAD17-009,178.89,186.14,4,DIS,10,FALSE,PY,AS,,,,"Strong disseminated pyrite, very fine-grained,  trace arsenopyrite; elevated As detected with pXRF",0,Blackwell,4/25/2017
GCL,KAD17-009,186.14,188.39,3,DIS,2,FALSE,PY,,,,,Moderate disseminated pyrite (1-2%),0,Blackwell,4/25/2017
GCL,KAD17-009,188.39,195.68,2,DIS,1,FALSE,PY,,,,,Weak disseminated pyrite,0,Blackwell,4/25/2017
GCL,KAD17-009,195.68,203,2,DIS,0.5,FALSE,PY,,,,,Weak to trace disseminated pyrite,0,Blackwell,4/25/2017
GCL,KAD17-009,203,208.4,3,DIS,1,FALSE,PY,,,,,Weak to moderate disseminated pyrite.,0,Blackwell,4/25/2017
GCL,KAD17-009,208.4,234,2,DIS,0.25,FALSE,PY,CP,,,,,0,Blackwell,4/25/2017
GCL,KAD17-009,234,307.5,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,4/27/2017
GCL,KAD17-010,6,31.2,1,DIS,0.5,FALSE,PY,,,,,Trace pyrite throughout to 1% pyrite locally (over <10cm intervals).,0,Stubley,4/23/2017
GCL,KAD17-010,31.2,67.46,2,DIS,1,FALSE,PY,,,,,"Increase to 1% disseminated pyrite, locally concentrated to 5% in clots within brecciated zone ~ 39.2 to 29.4m",0,Stubley,4/24/2017
GCL,KAD17-010,67.46,76.88,2,DIS,2,FALSE,PY,AS,,,,"•	Increased pyrite to 2%, patchily disseminated. Patchy trace disseminated acicular arsenopyrite.",0,Stubley,4/24/2017
GCL,KAD17-010,76.88,78.1,4,DIS,14,FALSE,PY,AS,,,,"Quartz+pyrite cements healed a 30cm fault breccia near base of interval.
	Up to 10% disseminated subhedral to framboidal pyrite, abundant disseminated acicular arsenopyrite ~4%.",0,Stubley,4/24/2017
GCL,KAD17-010,78.1,87.4,2,DIS,1,FALSE,PY,,,,,Disseminated pyrite up to 1%,0,Stubley,4/24/2017
GCL,KAD17-010,87.4,90.75,4,VN,10,FALSE,PY,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,90.75,95.7,2,DIS,1,FALSE,PY,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,95.7,111.3,4,DIS,3,FALSE,PY,CP,,,,"Quartz forms bands, common discontinuous boudinaged smokey quartz veins cross cut foliation, contain pyrite and chalcopyrite. Veins and mineralization decrease towards end of interval.
	Pyrite up to 3%, trace chalcopyrite.",0,Stubley,4/24/2017
GCL,KAD17-010,111.3,114.9,NA,,,FALSE,,,,,,VOID,0,Stubley,4/24/2017
GCL,KAD17-010,114.9,129,1,DIS,0.2,FALSE,PY,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,129,135.46,3,DIS,2,FALSE,PY,TT,,,,"Pyrite within quartz veins and disseminated throughout, up to 2%.
Possible trace tennantite",0,Stubley,4/24/2017
GCL,KAD17-010,135.46,147.1,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,4/24/2017
GCL,KAD17-010,147.1,151.25,2,DIS,1,FALSE,PY,CP,,,,"~1% disseminated and blebby pyrite, trace chalcopyrite",0,Stubley,4/24/2017
GCL,KAD17-010,151.25,158.08,3,VN,1,FALSE,PY,CP,,,,"Pyrite within quartz veins and disseminated throughout, up to 1%.
	Possible trace tennantite.Massive section, 156 to 158 m, light tan to green, may be a dyke? Contains evenly disseminated pyrite, and py+cpy within wispy diffuse dark quartz veinlets.",0,Stubley,4/24/2017
GCL,KAD17-010,158.08,165.4,3,DIS,0.5,FALSE,,,,,,,0,Stubley,4/25/2017
GCL,KAD17-010,165.4,169.4,5,BLP,15,FALSE,PY,,,,,,0,Stubley,4/25/2017
GCL,KAD17-010,169.4,188,4,DIS,5,TRUE,PY,VG,,,,,0,Stubley,4/25/2017
GCL,KAD17-010,188,215,3,DIS,2,FALSE,PY,,,,,,0,Stubley,4/26/2017
GCL,KAD17-010,215,236,1,DIS,0.5,FALSE,PY,,,,,,0,Unknown,4/26/2017
GCL,KAD17-010,236,246,3,DIS,1.5,FALSE,PY,,,,,,0,Unknown,4/26/2017
GCL,KAD17-010,246,246.82,2,DIS,0.75,FALSE,PY,,,,,,0,Unknown,4/26/2017
GCL,KAD17-010,246.82,251.92,1,DIS,0.5,FALSE,PY,,,,,,0,Unknown,4/26/2017
GCL,KAD17-010,251.92,259,4,DIS,3,FALSE,PY,,,,,"Pyrite disseminated throughout, also mineralized along wispy brittle quartz veinlets. ~3% overall.",0,Unknown,4/27/2017
GCL,KAD17-010,259,263.66,2,DIS,0.5,FALSE,PY,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,263.66,265.2,NA,,,FALSE,,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,265.2,276,2,DIS,0.5,FALSE,PY,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,276,294,2,DIS,1,FALSE,PY,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,294,298.7,3,DIS,2,FALSE,PY,,,,,,0,Unknown,4/27/2017
GCL,KAD17-010,298.7,357,2,DIS,1,FALSE,PY,,,,,,0,Unknown,4/28/2017
GCL,KAD17-010,357,374,3,DIS,1,FALSE,PY,,,,,,0,Stubley,4/28/2017
GCL,KAD17-010,374,381.6,2,DIS,0.75,FALSE,PY,,,,,,0,Stubley,4/28/2017
GCL,KAD17-010,381.6,388.04,3,DIS,1,FALSE,PY,,,,,Evenly disseminated very fine-grained pyrite.,0,Stubley,4/29/2017
GCL,KAD17-010,388.04,395.8,1,DIS,0.1,FALSE,PY,,,,,,0,Unknown,4/29/2017
GCL,KAD17-010,395.8,396.75,4,DIS,5,FALSE,PY,,,,,,0,Unknown,4/29/2017
GCL,KAD17-010,396.75,405.43,2,BLP,1,FALSE,PY,PO,,,,,0,Unknown,4/29/2017
GCL,KAD17-010,405.43,414,1,DIS,0.1,FALSE,PY,,,,,,0,Unknown,4/29/2017
GCL,KAD17-011,5.4,14.67,3,DIS,2,FALSE,PY,AS,,,,Pyrite and arsenopyrite mineralization is most strongly developed in the quartz vein halos.,0,Blackwell,4/27/2017
GCL,KAD17-011,14.67,26.85,3,DIS,5,FALSE,PY,AS,,,,Disseminated pyrite with some weak arsenopyrite. Disseminated mineralization is strongest in the quartzcarb vein haloes.,0,Blackwell,4/27/2017
GCL,KAD17-011,26.85,34.84,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,4/27/2017
GCL,KAD17-011,34.84,40.05,3,DIS,1,FALSE,PY,,,,,Weak to moderate disseminated pyrite.,0,Blackwell,4/27/2017
GCL,KAD17-011,40.05,81.4,4,DIS,5,FALSE,PY,AS,SP,,,"Strong pyrite and arsenopyrite mineralization, most intense in the quartz vein envelopes.",0,Hamilton,4/28/2017
GCL,KAD17-011,81.4,102,3,DIS,1,FALSE,PY,AS,,,,Disseminated pyrite and arsenopyrite. Euhedral and cubic pyrite.,0,Blackwell,4/28/2017
GCL,KAD17-011,102,115.79,2,DIS,0.5,FALSE,PY,AS,,,,Weak to moderate disseminated pyrite (0.1-0.5%),0,Blackwell,4/28/2017
GCL,KAD17-011,115.79,135.39,2,DIS,0.25,FALSE,PY,,,,,Weak to trace disseminated pyrite,0,Blackwell,4/28/2017
GCL,KAD17-011,135.39,138.77,4,BLP,10,FALSE,PY,,,,,Blebby to disseminated pyrite,0,Blackwell,4/28/2017
GCL,KAD17-011,138.77,160.07,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,4/29/2017
GCL,KAD17-011,160.07,172.73,1,DIS,0.25,FALSE,PY,,,,,Trace disseminated pyrite.,0,Blackwell,4/29/2017
GCL,KAD17-011,172.73,182.65,1,DIS,0.1,FALSE,PY,,,,,Trace disseminated pyrite,0,Blackwell,4/29/2017
GCL,KAD17-011,182.65,185.1,4,DIS,5,FALSE,PY,AS,CP,,,Strong disseminated pyrite and arsenopyrite. pXRF returned values of 306 and 227 ppm Au and As of 19.4 and 24.3K ppm.,0,Blackwell,4/29/2017
GCL,KAD17-011,185.1,198,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,4/29/2017
GCL,KAD17-011,198,210.4,3,DIS,2,FALSE,PY,,,,,Zonal or domainal disseminated pyrite.,0,Blackwell,4/29/2017
GCL,KAD17-011,210.4,228.48,2,DIS,0.25,FALSE,PY,AS,,,,Weak disseminated pyrite and arsenopyrite.,0,Blackwell,5/1/2017
GCL,KAD17-011,228.48,237.08,3,DIS,2,FALSE,AS,PY,CP,,,,0,Blackwell,5/1/2017
GCL,KAD17-011,237.08,255,4,DIS,3,FALSE,PY,AS,CP,,,"Strong disseminated pyrite, arsenopyrite and chalcopyrite (2-5%).",0,Blackwell,5/1/2017
GCL,KAD17-011,255,256.28,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,5/1/2017
GCL,KAD17-011,256.28,262.07,4,DIS,5,FALSE,PY,,,,,Strong disseminated pyrite.,0,Blackwell,5/1/2017
GCL,KAD17-011,262.07,273.25,2,DIS,0.5,FALSE,PY,CP,,,,,0,Blackwell,5/2/2017
GCL,KAD17-011,273.25,297,2,DIS,0.5,FALSE,PY,CP,SP,,,Disseminated pyrite and chalcopyrite. Sphalerite central to white QC veins.,0,Blackwell,5/2/2017
GCL,KAD17-011,297,298.65,4,DIS,5,FALSE,PY,,,,,Strong disseminated pyrite,0,Blackwell,5/2/2017
GCL,KAD17-011,298.65,305.45,4,DIS,5,FALSE,PY,CP,SP,,,Very strong disseminated pyrite with lesser chalcopyrite. Sphalerite in QC veins.,0,Blackwell,5/2/2017
GCL,KAD17-011,305.45,317.72,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/2/2017
GCL,KAD17-011,317.72,345.03,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,345.03,348.36,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,348.36,349.91,3,DIS,0.5,FALSE,PY,AS,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,349.91,360.64,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,360.64,361.43,2,DIS,0.25,FALSE,PY,TT,,,,,0,Blackwell,5/3/2017
GCL,KAD17-011,361.43,382.75,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/4/2017
GCL,KAD17-011,382.75,384.3,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/4/2017
GCL,KAD17-011,384.3,406.88,2,DIS,0.25,FALSE,PY,TT,,,,TT = tenantite,0,Blackwell,5/4/2017
GCL,KAD17-011,406.88,408,1,VN,0.1,TRUE,VG,,,,,"One subangular fragment, 8 cm diameter has an abundance of visible gold.",0,Blackwell,5/4/2017
GCL,KAD17-011,408,410.08,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/4/2017
GCL,KAD17-011,410.08,412.5,NA,,,FALSE,,,,,,,0,Blackwell,5/5/2017
GCL,KAD17-012,0,5.4,,,,FALSE,,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,5.4,51.64,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,4/30/2017
GCL,KAD17-012,51.64,66,3,DIS,2,FALSE,PY,AS,,,,"Increased sulphide content, up to 2% fine grained disseminated anhedral pyrite and trace local acicular arsenopyrite.",0,Stubley,4/30/2017
GCL,KAD17-012,66,71,4,DIS,6,FALSE,PY,AS,,,,"Up to 5% disseminated pyrite, arsenopyrite up to 1%",0,Stubley,4/30/2017
GCL,KAD17-012,71,84.9,3,DIS,1,FALSE,PY,CP,,,,,0,Stubley,4/30/2017
GCL,KAD17-012,84.9,88,4,DIS,5,FALSE,PY,,,,,,0,Stubley,4/30/2017
GCL,KAD17-012,88,104,4,DIS,6,FALSE,PY,,,,,,0,Stubley,5/1/2017
GCL,KAD17-012,104,108,2,DIS,0.5,FALSE,PY,,,,,,0,Stubley,5/1/2017
GCL,KAD17-012,108,114.31,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,5/1/2017
GCL,KAD17-012,114.31,116.56,2,DIS,1,FALSE,PY,TT,,,,,0,Stubley,5/1/2017
GCL,KAD17-012,116.56,124.9,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,5/1/2017
GCL,KAD17-012,150,159.62,2,DIS,1,FALSE,PY,,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,159.62,180,1,DIS,0.5,FALSE,PY,,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,180,186,2,DIS,1,FALSE,PY,,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,186,188.6,2,VN,1,TRUE,VG,PY,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,188.6,223,3,DIS,1,FALSE,PY,CP,,,,,0,Stubley,5/3/2017
GCL,KAD17-012,223,240,2,DIS,1,FALSE,PY,TT,,,,Trace Tennantite,0,Stubley,5/3/2017
GCL,KAD17-012,240,246.74,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,246.74,252.9,3,DIS,1,FALSE,PY,TT,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,252.9,254.4,NA,,,FALSE,,,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,254.4,255.1,0,,,FALSE,,,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,255.1,255.25,2,VN,0.1,TRUE,VG,,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,255.25,257,4,DIS,2,FALSE,PY,TT,,,,Possible trace tennantite,0,Stubley,5/4/2017
GCL,KAD17-012,258,279,3,DIS,1,FALSE,PY,,,,,,0,Stubley,5/4/2017
GCL,KAD17-012,279,331,4,DIS,5,FALSE,PY,TT,,,,,0,Stubley,5/5/2017
GCL,KAD17-012,331,335,1,DIS,1,FALSE,PY,,,,,,0,Stubley,5/5/2017
GCL,KAD17-012,335,345.5,2,DIS,1,FALSE,PY,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,345.5,347.87,4,DIS,6,FALSE,PY,TT,,,,"Sheeted quartz veins cross cut dyke at ~50°TCA, locally contain clots of tennantite (5mm clot at 346m). 	Fine grained disseminated pyrite ~5% and very fine grained black tennantite ~1% throughout.",0,Stubley,5/6/2017
GCL,KAD17-012,347.87,350.5,2,DIS,1,FALSE,PY,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,350.5,358.12,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,358.12,359,4,DIS,10,FALSE,PY,CP,TT,,,"Very strong disseminated pyrite (10%), trace chalcopyrite and possible tennantite.",0,Stubley,5/6/2017
GCL,KAD17-012,359,362.75,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,362.75,367.48,4,DIS,10,FALSE,PY,CP,TT,,,"Locally stratiform pyrite (10%), trace chalcopyrite and possible tennantite.",0,Stubley,5/6/2017
GCL,KAD17-012,367.48,381.35,,DIS,0.1,FALSE,PY,,,,,,0,Stubley,5/6/2017
GCL,KAD17-012,381.35,382.8,2,DIS,1,FALSE,PY,,,,,Up to 1% disseminated fine grained pyrite and local subhedral blebs.,0,Stubley,5/6/2017
GCL,KAD17-012,382.8,402,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,5/6/2017
GCL,KAD17-013,5.64,48.9,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/6/2017
GCL,KAD17-013,48.9,53.77,3,BLP,1,FALSE,PY,,,,,Euhedral pyrite in blebs,0,Blackwell,5/6/2017
GCL,KAD17-013,53.77,59.26,2,DIS,0.25,FALSE,PY,,,,,Disseminated pyrite (sub-eauhedral),0,Blackwell,5/6/2017
GCL,KAD17-013,59.26,60.83,4,BLP,5,FALSE,PY,,,,,Coarse blebby pyrite,0,Blackwell,5/6/2017
GCL,KAD17-013,60.83,70.04,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/6/2017
GCL,KAD17-013,70.04,96.7,3,DIS,1,FALSE,PY,AS,,,,"Fine-grained, weak to moderate, disseminated pyrite and arsenopyrite.",0,Blackwell,5/6/2017
GCL,KAD17-013,96.7,107.02,2,DIS,0.25,FALSE,PY,AS,,,,Disseminated pyrite with trace arsenopyrite. Disseminated pyrite restricted to quartz vein haloes.,0,Blackwell,5/6/2017
GCL,KAD17-013,107.02,108.97,3,DIS,1,FALSE,PY,AS,,,,Disseminated pyrite and trace arsenopyrite,0,Blackwell,5/6/2017
GCL,KAD17-013,108.97,138.65,1,DIS,0.1,FALSE,PY,,,,,Dominantly trace pyrite but local blebby pyrite,0,Blackwell,5/7/2017
GCL,KAD17-013,138.65,147.95,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,147.95,152.08,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,152.08,154.82,2,DIS,0.5,FALSE,PY,SP,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,154.82,165.14,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,165.14,169.17,3,DIS,1,FALSE,PY,TT,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,169.17,172.29,4,DIS,5,FALSE,PY,,,,,Euhedral to subhedral pyrite,0,Blackwell,5/7/2017
GCL,KAD17-013,172.29,175,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,175,177.1,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/7/2017
GCL,KAD17-013,177.1,198.38,3,DIS,1,FALSE,PY,,,,,,0,Blackwell,5/8/2017
GCL,KAD17-013,198.38,270.6,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/9/2017
GCL,KAD17-013,270.6,289,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-013,289,312.75,2,DIS,0.5,FALSE,PY,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-013,312.75,319.18,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-013,319.18,320.55,4,BLP,5,FALSE,PY,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-013,320.55,336,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/10/2017
GCL,KAD17-014,6,19.54,1,DIS,0.1,FALSE,PY,,,,,,0,Stubley,5/8/2017
GCL,KAD17-014,19.54,35.96,0,,,FALSE,,,,,,No visible sulphide,0,Robinson,5/8/2017
GCL,KAD17-014,35.96,38.59,2,DIS,5,FALSE,PY,AS,,,,,0,Robinson,5/8/2017
GCL,KAD17-014,38.59,49.5,3,DIS,1,FALSE,PY,AS,,,,"Fine dissem py, trace rare as.",0,Robinson,5/8/2017
GCL,KAD17-014,49.5,54.64,3,DIS,5,FALSE,PY,CP,,,,"Dissem py, rare cpy noted.",0,Robinson,5/8/2017
GCL,KAD17-014,54.64,62.33,2,DIS,1,FALSE,PY,CP,,,,rare chalcopyrite noted.,0,Robinson,5/8/2017
GCL,KAD17-014,62.33,66.8,3,,2,FALSE,PY,CP,,,,rare cpy,0,Robinson,5/8/2017
GCL,KAD17-014,66.8,68,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/8/2017
GCL,KAD17-014,68,78.13,4,DIS,10,FALSE,PY,AS,,,,,0,Robinson,5/8/2017
GCL,KAD17-014,78.13,84.5,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/8/2017
GCL,KAD17-014,84.5,106.19,2,DIS,2,FALSE,PY,AS,CP,,,trace cpy,0,Robinson,5/9/2017
GCL,KAD17-014,106.19,107.56,5,DIS,10,FALSE,PY,AS,,,,Interconnected network stringers of py (possible marcasite).  Selective replacement of py.  Common py rinds.  Fine grained euhedral as.,0,Robinson,5/9/2017
GCL,KAD17-014,107.56,114.9,1,DIS,,FALSE,PY,AS,,,,,0,Robinson,5/9/2017
GCL,KAD17-014,114.9,118.5,1,DIS,1,FALSE,PY,AS,,,,,0,Robinson,5/9/2017
GCL,KAD17-014,118.5,131.6,2,DIS,1,FALSE,PY,AS,,,,,0,Robinson,5/9/2017
GCL,KAD17-014,131.6,135,0,,,FALSE,,,,,,no sulphide recorded.,0,Robinson,5/9/2017
GCL,KAD17-014,135,144,1,DIS,0.1,FALSE,PY,AS,,,,trace dissem py and as,0,Robinson,5/9/2017
GCL,KAD17-014,144,149.1,0,,,FALSE,,,,,,No sulphide minerals recorded.,0,Robinson,5/9/2017
GCL,KAD17-014,149.1,149.6,NA,,,FALSE,,,,,,,0,Robinson,5/9/2017
GCL,KAD17-014,149.6,154.39,3,DIS,2,FALSE,PY,TT,AS,,,"fine disseminated py, arsenopyrite, dark grey tennantite noted.",0,Robinson,5/9/2017
GCL,KAD17-014,154.39,169.3,0,,,FALSE,,,,,,No sulphide minerals observed.,0,Robinson,5/10/2017
GCL,KAD17-014,169.3,174.3,5,DIS,10,FALSE,PY,AS,,,,,0,Robinson,5/11/2017
GCL,KAD17-014A,0,2,NA,,,FALSE,,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014A,2,21.66,1,DIS,1,FALSE,PY,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014A,21.66,22.95,0,,,FALSE,,,,,,,0,Robinson,5/19/2017
GCL,KAD17-014A,22.95,24.59,3,BLP,5,FALSE,PY,,,,,,0,Robinson,5/19/2017
GCL,KAD17-014A,24.59,30.2,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014A,30.2,47.72,1,DIS,1,FALSE,PY,,,,,,0,Robinson,5/11/2017
GCL,KAD17-014A,47.72,55,1,DIS,0.1,FALSE,,,,,,,0,Robinson,5/12/2017
GCL,KAD17-014A,55,61.15,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/12/2017
GCL,KAD17-014A,61.15,64.22,4,DIS,5,FALSE,PY,CP,,,,trace cp,0,Robinson,5/12/2017
GCL,KAD17-014A,64.22,68.12,4,DIS,10,FALSE,PY,,,,,"Disseminations,blebs, stringers",0,Robinson,5/12/2017
GCL,KAD17-014A,68.12,76.77,4,DIS,10,FALSE,PY,,,,,"Disseminated, blebby, stringers py",0,Robinson,5/19/2017
GCL,KAD17-014A,76.77,83.6,2,DIS,2,FALSE,PY,,,,,,0,Robinson,5/19/2017
GCL,KAD17-014A,83.6,98,2,DIS,2,FALSE,PY,,,,,,0,Robinson,5/12/2017
GCL,KAD17-014A,98,110,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/12/2017
GCL,KAD17-014A,110,111.6,2,DIS,2,FALSE,PY,,,,,,0,Robinson,5/12/2017
GCL,KAD17-014A,111.6,114.75,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/12/2017
GCL,KAD17-014A,114.75,117.75,0,,,FALSE,,,,,,,0,Robinson,5/12/2017
GCL,KAD17-014A,117.75,127.95,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/14/2017
GCL,KAD17-014A,127.95,138.3,1,BLP,,FALSE,PY,,,,,trace blebby py,0,Robinson,5/14/2017
GCL,KAD17-014A,138.3,141.5,3,DIS,2,FALSE,PY,,,,,Dissem py through fill material in stope?? / stope walls.,0,Robinson,5/14/2017
GCL,KAD17-014A,141.5,148.1,1,BLP,0.1,FALSE,PY,,,,,"rare, trace py",0,Robinson,5/14/2017
GCL,KAD17-014A,148.1,163.1,0,,,FALSE,,,,,,No mineralization observed.,0,Robinson,5/14/2017
GCL,KAD17-014A,163.1,167,3,DIS,5,FALSE,PY,,,,,"2-5% fine grained, disseminated py. Some py may be arsenian.  Possible As.",0,Robinson,5/14/2017
GCL,KAD17-014A,167,182.26,2,DIS,2,FALSE,PY,,,,,,0,Robinson,5/15/2017
GCL,KAD17-014A,182.26,187.66,4,DIS,5,FALSE,PY,,,,,Disseminated py.  Very fine grained grey mineral (possibly sphalerite?,0,Robinson,5/19/2017
GCL,KAD17-014A,187.66,193.5,2,DIS,1,FALSE,PY,,,,,Trace to 1% disseminated py,0,Robinson,5/19/2017
GCL,KAD17-014A,193.5,206.71,3,DIS,2,FALSE,PY,,,,,2-5% fine grained disseminated py (sulphide intensity higher proximal to Fu alteration halos and veins),0,Robinson,5/15/2017
GCL,KAD17-014A,206.71,214.45,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/16/2017
GCL,KAD17-014A,214.45,219.7,2,DIS,1,FALSE,PY,,,,,,0,Robinson,5/16/2017
GCL,KAD17-014A,219.7,227,1,DIS,0.1,FALSE,PY,,,,,,0,Robinson,5/16/2017
GCL,KAD17-014A,227,228,NA,,,FALSE,,,,,,,0,Robinson,5/16/2017
GCL,KAD17-015,4,24.63,2,DIS,0.25,FALSE,PY,,,,,Fine-grained euhedral pyrite,0,Blackwell,5/11/2017
GCL,KAD17-015,24.63,26.43,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,26.43,29.35,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,29.35,30,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,30,46,1,DIS,0.1,FALSE,PY,,,,,,0,Blackwell,5/11/2017
GCL,KAD17-015,46,47.14,2,DIS,0.25,FALSE,PY,,,,,,0,Blackwell,5/11/2017
